utterance_id,valence,arousal,dominance,emotion,text,audio_features,audio_waveform
Ses01F_impro04_F019,0.0,0.25,0.0,angry,": It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...","[-0.8900628141596522, -1.325169803707352, 0.5516739630307282, -0.8634255551644291, -0.6857319442886609, 0.7209187893095054, -0.8218633446242442, 1.42820988097462, 0.2988874396339191, -1.1618241321914724]","[0.1797126325333063, -0.5817912868754037, -0.9445530822810809, 0.8287178468143002, 0.2581065147138262, -0.160849094874577, -1.842758067996596, -0.44716795015986144, -0.338829983764599, -1.867874153753279, 0.9340184657410062, 0.29497720067600425, 0.5722718894255762, -1.6610102658203854, 0.9907453201624262, 0.7254676411065258, 1.8632880047083555, -0.8283628934946301, -0.3174548882020628, -0.39919689837476874, 0.5912047959960831, 0.5704783389903673, 0.27254512396648484, -0.4918750972698395, -0.3535427202119547, -1.8108749697157742, -1.77383311762677, 1.1343076997970152, 0.15413984400483524, -1.061982563930454, -1.5793029878944795, -1.146937934821845, 0.9204479971624673, -0.4727258987215498, -0.6550111222700196, -1.5312987426250957, 1.1134582524433185, 0.9960341819211989, -1.709359295376408, -1.960499913071116, 1.7586694590801029, -0.06360716689523072, -0.8037436971852564, -1.5909509150956036, -0.34400527174756707, -1.4938970159716123, -0.08833092115022124, -0.43844205009113774, -0.8670064788301854, 1.6110249395103478, -0.351828256707411, 0.5788039902048383, -0.086081241767012, 1.1045478875997052, 0.313901331060625, 0.42792528216945536, 0.3163132120954616, 0.7604908828795662, 0.5539862636129173, 0.3724783925168584, 0.18209047875094753, -1.4832067393744086, -0.5404712700343105, -0.8702422847931037, -1.243393107930647, -0.4405349811105056, 0.9550378075635682, 1.3546304675928493, 0.08592765531125392, 0.41190701235399674, 0.29907197421936266, -0.5386101169179319, 1.1343187474088068, -0.025613482706234498, 0.7460920655229447, -0.31793669200332697, 0.659806368004583, -0.18879857312364784, 1.0781674772011063, 1.5534294657968597, -1.3143453297282988, -0.7231658308644922, 0.15852207427892764, -0.5285683673978492, -0.07872405480741358, -0.2950806641142458, -1.0082613284043278, 1.6167865203286176, -0.35203545374911804, 0.31267837758245925, 1.8039923504677597, -0.9907014028434841, 1.6242537227990572, -0.9438056984212156, 0.657211293987146, 1.1092131359597206, -1.1814306285184817, 0.3248549848899447, -0.3869111041649346, -1.3413274720189825]"
Ses02M_impro03_M024,0.25,0.25,0.5,happy,": Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first","[-0.8928090899062562, 1.6596941775037344, 0.475406589072337, -1.0872681183789263, -0.2294543669993194, 0.5280164237232396, -1.7550786240114613, -0.5912127551969519, 0.7322348185689139, 0.2810089658636254]","[1.355455988435835, 0.21283197141319202, 1.2737396804233745, 0.5746380927752691, -0.062354046595938364, 1.0035238827676107, 0.8176529958169682, 0.04718752786877291, 0.08383614575279354, 0.6959971933426422, -1.7684959113560674, -2.2539484280339397, -0.5702169262107609, -0.4904816564073478, 1.348015437232658, 0.7391387310606942, 0.3015998779696263, -1.5584361790310435, -0.6321299999676155, 0.8986517058586724, 0.41965177015796395, -0.7691328359756406, 0.026577077052777568, 0.8570995566435937, -0.1585391081556086, 1.9360098145390137, 0.6876783637428753, -0.25571260736614077, 0.15184096909259223, 0.5297206587502054, 0.7901020397509241, 1.0799132055176417, -1.1257780756077935, -1.023971937161709, -0.18178462177440505, 0.7932880277732219, 0.05782573538620644, 0.34221119721917964, 0.8813435800407617, -0.9983751796485739, -1.1468785716866856, -0.31058707519368034, 0.1506740143002876, 0.036790659204285474, 1.9764415756849258, -1.4268283581065293, 1.4609629149214105, 2.0798331047249157, 1.375338506107527, -2.3459548188616455, 0.264710738869125, -0.41737014646127907, 0.21433617227898974, 0.197726566484549, -1.4558292672901905, -1.7827489443135787, -1.749698096508452, -0.590130330186512, -0.5376518335521575, -0.8234805050046915, 0.17835687850114657, 0.9712729785017931, 0.9873824806002471, 0.5955208109401375, 0.2519489188904001, 0.11198155006881662, -0.33987201478121437, -0.4267922380926193, -0.9479883520943259, 0.684618019896756, 1.3031615424484364, 1.903002267663718, -1.4491366445419662, -0.5552066925277721, 1.2526984879668936, -1.5135795307260596, 2.6867480430047324, -0.689657879571685, -1.2420713511571688, -1.5087811720738817, -1.791728571036093, -0.771774787755853, -0.01748274917770497, -2.0370309458226066, 0.8883166859539893, 0.1927525638520442, 0.8982949629536163, -0.5925566974616232, -0.2108550375465756, 0.3657988591482985, -0.1534486268322246, 0.5073485032589372, -0.7533599219496381, -1.0989846708904885, 0.5884490592727633, -3.035679107796734, -0.43821507346452687, 0.7051733026364048, 1.319662466290291, -0.6139314055503782]"
Ses05F_impro08_F001,0.0,-0.25,-0.75,neutral,: Okay.,"[-0.4821673262826515, -0.011171179985052637, 0.37529015442147334, -1.8918896687687095, -0.3292370997930065, -0.3759923003665367, 0.6383254010379966, -0.8509436282265318, 0.18887423298558767, 0.2635295134024254]","[1.0570022684138511, 0.7459228390685847, -0.3241182420023007, -0.4852697281511885, -1.618603773592664, -2.167184451122364, -0.7284550160646792, -1.0024170211121395, 0.6709003918552435, 0.6119476742156315, 0.9739567275293137, 1.6259142755912612, -0.2802082318635275, -0.8059514179011567, 0.11858221958221186, 0.3586649960986033, -0.21111015755131407, -0.8934582001883914, 0.33080732462566265, 2.6187648209269727, -0.21781343329216063, 0.7989043108394681, 0.9181783015598879, 0.06552067174800387, 0.6661786309296116, 1.0574164219916407, 0.5201779750141228, -0.6704969508848507, 0.36313374471302695, 0.48384529036898377, -1.1088679542833917, 0.11328926057491905, 1.8466141271466228, -0.931906788715959, -0.9353220224651578, -1.140812836144349, -1.0105315213172466, 0.45174596013897217, 2.0558207602280385, 0.6288551190292153, 1.7973967700099112, -2.044385042023806, 0.43646873172073647, -0.30654158342955373, -1.4873506209600917, 0.7489051449836915, 2.3495052330076995, 1.0016207059141717, 0.6206573475566499, 0.2517960923730746, 0.22674463527873662, -1.5344548352089613, 0.9959752516620224, 2.1497526850646826, 1.5928618777343824, -1.1085275350944188, -0.09866748551353599, 0.18598591725122132, -0.42062633156811796, -0.8546943434245692, -0.9370833384899409, 1.2380271256366506, 0.7836118158359036, -0.5182932115168645, -0.5893520551698379, -0.9755942503764, -1.416190272912635, -0.6971326684752793, 0.559796024994139, -1.1632465630576496, 1.1059284226725343, -0.7590433424303696, 3.4702451275150294, 1.960093374595947, -0.24676513476586023, -0.7819018958717129, -1.0570810518733795, -1.0175586214235002, 1.1573500434083268, -1.7228627943476784, 0.573635903111439, 1.0727908481838804, 0.2859717609197662, 0.24570032852009338, -0.048150437257662736, -1.0057096213282735, 0.3674809009372025, -1.8210136234188037, 0.6652540679686433, -1.8643839063924228, -1.1696364081361552, 1.870814367924452, -0.9380261656764514, 0.06515961671098364, 0.863775697829888, 0.1505373783689636, -0.5633879261783459, 1.7678908397297834, -0.4807140696442806, 0.09580608910893984]"
Ses01F_impro02_M014,-0.75,0.0,-0.75,sad,: I can't raise a baby by myself.  How?,"[0.5063300437772867, 0.1138564076964475, 0.5540880286024866, -0.19096870293397641, -1.4148255272281107, 0.7125049730570201, -2.0208840134148502, -1.0324071601914924, 0.12225767595115808, 0.13373065648451898]","[-1.0600720700878936, -0.07013268617596566, -0.26223759232517885, 0.5820850970788314, -0.3162424685452147, 1.128738238479718, -0.9805687642876973, -1.252828500312612, -0.2192038599499205, 1.0203760492623053, 0.30589473705420445, 0.4132934759412272, -1.2313487136999384, 0.008743586198721577, -0.814531862365898, 0.7383979823756576, -0.12196077383585055, 0.8157905791886259, 0.7368457952755296, 0.8683807799183327, 2.3192589842143043, 0.6118799084150331, 0.294273011162849, 0.206283756950403, -1.484119697432331, 0.1558141417472949, -0.35936967039730716, -0.08823178826793006, -1.6601404272943334, -0.647005188625317, -1.1606171773807563, -0.42297086168456066, -0.21755665035590369, 0.0866149446182878, 1.1285562296669083, -0.4155688826346607, -0.6035441859153596, 0.3370113120374376, 0.4379599689532411, -0.175852083326658, -0.23498002758179004, 1.1329692029367586, -0.7093089755508124, 0.1452006316769537, 0.8502070964980805, -0.3464460921702622, 1.0555746731459748, 0.13422278627808573, 0.29161500388316414, -1.4539089595374124, -1.430309096290699, 0.7130882649604964, -0.7435744644976294, -0.9507909102116683, 1.0981000802360619, -2.635349737481014, -0.5220173078416384, -0.9423950380914499, 0.9243264637232554, 1.0091994147508327, -0.1261146404886025, -0.5880777892042207, -1.03521239638347, 0.5990331453515347, 1.1827528048649296, -0.492451147942303, -2.1051513976124903, -0.6061949300941157, -0.5217656767847445, -0.3520371284807284, 0.47667883396509775, 0.2821708425901159, 0.14277513392388022, 0.07686428621202927, -2.1999522508027014, 1.411453945994719, 0.02649134238097229, -0.3035808208065582, 1.0393110762684092, 1.2703867744097794, -1.4030159422783421, -0.29523917614116, 0.8491153854782749, -1.1521204308716537, -0.48136701964062883, -0.19377614754146033, -0.3169390261145811, -0.6373123120651847, 2.620186510949563, 0.14393667368223995, 0.922635701427249, -0.6876060736907647, 0.6921723803389865, -0.5445426969414636, -0.09475842128051783, 0.2771633887782135, -0.8053747718153748, -0.5480413163296555, 1.1840676687568497, 0.710715850415026]"
Ses04M_impro08_F028,0.25,-0.5,-0.25,neutral,": call up the Sprint call center and, uh, you know. cool","[2.53873938545758, -0.027609534777487912, -1.4209093508771211, -1.2258733987858514, -0.3441514716143563, -1.2041763476583505, 0.4036399968515425, -0.4513792680282092, -0.5504918803819715, 1.495361136262292]","[-0.030199186528658408, -0.7100665691295677, 1.2379268130708985, 1.2234307722734414, -1.7225942349741024, -1.195469353027293, 0.6012595461118754, -0.8723190508871642, 0.07316450637695827, 0.2815387585971689, 4.4602609924464405, -0.9332539283288155, 1.4840312207630724, 0.6186659052987415, 0.426500426870865, 0.0243752445641041, 0.10440133260931674, 0.45272880751020006, 0.7606232487597759, 1.074585665302228, -0.3831961876014353, 0.05396237124085644, 1.8146283172474338, -0.6038450890311216, -0.33523941205170155, -1.1295709803210996, 0.5855864759341288, 0.44484794651602677, -0.8009618082059918, -0.057656579636082075, -0.8572325032143889, 0.2505913020856843, -0.8614743413057466, 0.42780068972360036, -0.2594505424621954, -0.9162869855044161, -0.13208250627713264, 0.23687382762839682, -1.2187761900103622, 0.3056498737802986, 1.5169930741196795, -0.1953786990880124, 0.18600714320896053, 1.7106383660221482, -1.624256107070382, 0.6411018591941474, -2.1572859103686035, -0.7260629215545815, 1.1118728419476511, 0.41760074971174743, -0.2313765650988643, 0.08215923838110624, -0.8297073204424212, -2.541212288771615, -1.137031295564906, -0.25645072441699335, -0.40284519146806985, 0.5859050335908544, -0.48169130200915183, -1.2313654383466397, 0.13360806631305167, 0.41655963719802364, -1.5673175021934502, 0.47373906559804696, -0.12799845928926268, 0.4013007130854453, -0.7642029014979906, 1.2668806736810727, -2.7174231536116187, -0.7635574153965375, -2.560047284867775, 0.4810100240058684, 0.814892191589099, -0.29027240028714224, -0.09564802366648711, 1.3558242753856296, -1.5937291363588364, 0.41979051236875264, -1.4007592739717654, 0.08276291055059797, 0.08872518042052717, 0.713514257477604, -1.98464689772253, 0.4520491480672647, -0.537209377928492, 0.6930684356475864, -1.0639494456589171, 1.2855408295527881, -0.5570151377768571, -0.07453304817526149, -0.25225272901644497, -1.4468371291857716, -0.7715610453480412, -2.0560882709494166, -0.6741272930631353, 0.028146199299661175, 1.4698438275316865, -0.6303164320592193, -0.173803593304284, -0.6712878730144551]"
Ses05M_impro01_F021,-0.75,0.5,0.75,angry,: I'm gonna- I'm gonna bring security over and have them escort you out.,"[0.5747221673447427, -0.926408022603015, -1.836661081025251, 2.3458140511172827, 0.7473184914758769, 1.8694683319292458, 1.9799375684346034, 0.8395447483373708, -2.196650453033863, 0.2744138837201192]","[-1.2289971880359098, -0.3704808742898721, 1.3667079793369818, 1.1293743786780515, 0.7403725952145683, 0.5986406320589862, -0.39379250386420944, -1.1890576536769144, 0.3229881227107045, 0.13263111497407634, -1.9716863048448807, 0.17468385136320283, 0.7850846453335423, -0.05484698936261041, 0.27410215024417595, 0.8657731280386395, 0.03877669176786077, -1.565053920945232, -0.3387245551835041, -0.4802232535082638, -0.1447150091912093, 1.5585897624941174, 0.954966140226097, -1.186831709429266, -0.046488452380349106, -0.01814434628700362, -1.7601698075932197, -0.34127966800170856, 0.6829001690133198, -1.6490290956468752, 0.019061584320875125, -1.3902813012569077, -1.5285175805626643, 0.6336166881475024, 1.1451270552886812, -1.126315416048633, -1.5203789386834567, -1.682024539344292, -1.9563991882164808, -0.15107806504910473, -1.0105316340141985, 0.37271628786842265, 1.2641404992223984, -0.18448750060742927, 0.2032792367976738, 0.8310194654537437, 0.2782009392300607, -0.5880388280094608, -0.2978235244437986, 0.4735960140226598, 1.3267364261258632, -1.1278164825507446, -1.079200480514082, -0.9932534171169947, 0.7879486942305823, 0.7487530637338874, -1.4125958579043745, 2.2821406233119284, 0.85364243941818, 0.8906136789411522, 1.0945099477262803, -0.4167107599366644, 1.7804998248308652, -0.9817840723613948, 0.08844551849034078, 1.144931975878625, 0.29844671128053163, 0.16677546747000796, -2.817236958019938, 0.08898207160729081, -0.078497225283245, -0.3134193846066243, -0.5576252648525902, 0.2732223026849402, 1.1766913602387112, 0.40229285687180877, -0.7355463065310759, -0.9621395584031455, -0.3345789367911926, 1.1091973894449165, 0.18597224379751134, 1.8707324788847974, -0.4323702513452873, -1.1556895230444797, 1.539149733080313, 0.9525506630962649, 1.155474443127212, -0.13361978519611117, 1.5126688767248513, 0.30767547736985035, -0.817369459761649, -1.7051304914410272, 0.41837318324930295, -0.05866385431876861, -0.5725896613123875, -1.2721275432787686, -0.01968039585462355, -0.5930183171250513, -0.4956712915378073, -1.1073211092210993]"
Ses02M_impro08_F024,0.0,-0.33335,-0.5,happy,: Yeah.,"[-1.5009602128396808, -0.7901371466192397, 1.285920478512443, -0.5434597737839102, 0.6746251299837912, -0.7841734283266111, -1.922146345931397, -1.2642600423253956, 1.2326651659135321, 0.25061701353699123]","[1.9158559031073816, 0.4881876897995156, 0.5512596504163771, -0.7161061822666424, 0.673194024375378, 0.07277609059932749, -1.4879575318199834, -0.021328217194165274, 1.1321785585737472, -0.3535919861599973, -0.34672826481133395, 1.0003711926521102, 0.006749608948144432, 2.035761568712003, -1.968097492474471, -0.7126616425438322, -1.290237270879457, -0.6596512443970441, -0.315622845033831, 1.3235191571899145, -0.12317155146204858, -0.3001007994105643, -0.5322938913695905, -0.2274314678233987, 0.3213359462864252, -0.544533318557043, -0.5299775748353208, 1.2080059226716953, -0.382694614927899, 0.5842267560921232, 0.12184625614512834, -0.9119994172243697, -0.11741781823704224, -0.06450123163820005, -0.015617360466046396, -1.603348764278235, -0.070026471433576, -0.47921016645766884, 0.931601547426464, -0.8695694847444482, -0.0261540675112379, 0.08151409546699809, -0.6186559947612301, -0.4602055934943032, 1.1011196519129292, 0.02255301310605757, 0.8320448297654038, -0.5205052889517281, 0.7731501706276147, -0.2880442088494336, -0.5414636875143305, 0.4047676048932032, -1.130302123366122, -1.0170030084621489, 0.41190271305432224, -0.18380833133924615, 0.12975014196579365, -0.4948177159187419, 0.002542628471253809, -0.701284018448959, 1.7956919654578065, 0.35152211663521143, -0.6457787676753479, -0.9635501308092584, -0.8907379907146887, 0.33532633887254804, -0.4291207537911506, -0.29777193828079285, -1.9887176052143878, 0.14093449309147146, -0.6451910674964361, -1.0781223522985164, -1.1039561515577199, 0.2836013682355056, 0.8071298090352209, -1.8210174217540727, -1.1583986780163182, 1.582107591393893, -0.46476259191517905, -0.42578497166101015, 1.1190052475197347, 0.16163072903831183, 0.8436715097982793, -0.5854685890967469, 1.35018634690612, 0.25283871644377387, 0.11776260068869399, -0.5917564869814758, -2.150091246326644, -0.7769439969160362, -1.1548871949568753, 0.5082948012132882, -2.949989116320919, 0.03331610972446822, 0.6091631352656, -0.726360470859749, -0.5058895842744703, 1.449915283552005, 0.4199436137078829, -0.2379829376416371]"
Ses04F_impro05_M015,0.0,-0.25,-0.25,angry,: sign away your luggage to the,"[-0.14335687291734678, 2.808061130838267, 1.938263465643448, -1.529892778101742, 1.610545827260842, 1.3354536545242246, -1.0546401669816865, -0.9353519380448215, -0.637215619705266, -0.7619444330065802]","[-1.5107809917956767, 2.174668683715376, 1.5568903428035497, 0.33188392164753516, -0.298683482945351, -1.7878733430029334, 0.17367788812770832, 0.4075603226002965, -1.394146119686569, -0.7178572448556717, -0.542448205344943, -0.20014275638435727, -0.3780478028568789, 0.46849841297450134, -0.4684615399737393, 1.4342400964860842, 0.30721117959547106, 1.6492357047219148, -0.2589897611607716, -0.41284337806315147, 0.12840447047147727, 0.18412401166143041, 0.8076465850255319, 0.3774293952772149, -0.2465888808858186, 0.8490710244156614, -1.1202011269790595, -1.2658511705622995, -0.7002097994930284, -0.7309496134630301, 1.641309342505318, 0.17462716455908497, 0.8298416581703913, -1.0138180072563299, -0.03296915012747495, 0.032700020974403145, -0.9267578094167715, -0.9111814481914662, 0.37677210646776116, -0.3924959562406427, -0.5499155250605001, 0.4121683802518412, 0.5301976705779297, -2.6180333757708216, 0.523327237173178, 0.4742823759155857, 0.791990713333376, 0.3912554241087556, -0.37316758544088074, 0.18631772123176787, -1.2574701952710945, 0.49989833068379946, -0.31489198154347187, -1.8237157961518098, 0.4991184447832376, 0.7191897158316388, 0.08258472667215502, -0.966458570356912, -1.6500061595314635, 1.1212645892662587, 1.7022101928816546, -0.3640087631374816, -1.3925573727599319, 0.7130928887179263, 1.275259032188394, 0.37959181208546483, 0.018295160099998427, -2.89115667653249, -1.1780393087847516, 1.065729242589826, -0.03117989407577911, 1.0963927439915366, 0.42455946795998584, -0.8107707181625935, -0.7616574341434991, -0.3671254111618524, 0.1168326795194232, 0.12578716211508206, -0.4617433616592422, 0.7298998627002136, -0.3897007079938801, 1.756301828363083, -0.029745293375726175, -0.2770499402458807, 0.495379305334512, -0.6620834204914584, 0.13708254547903317, 1.0791200384152815, 2.0579591404271134, -2.075255564906038, 0.7980387242513245, -0.9760038391330312, 0.337836090528328, 0.4016873259154017, -0.3036958288516783, -0.7801592668204235, 0.4288694555516851, -1.5721995130270263, -0.08837648345876592, -0.08548678757941827]"
Ses05M_impro07_M011,0.5,0.25,-0.25,happy,": Finally.  I'm so excited.  We're gonna -- well, I'll be here.  We're still gonna be able to see each other.","[0.9413278967658721, 0.05376804196922037, 0.6429323527213794, -0.683963502150475, 1.1540378357903425, -0.5605437417042164, -0.41634987762949527, 0.31802859536925493, 0.5418959041208921, -0.0986598954024374]","[0.7962189835224139, 1.1989729411542644, 0.19836526509186894, -0.2189577645096458, -1.9537650004366076, -0.6408547968671544, -0.799896427040463, 1.075595829491652, 1.7979167518859795, -1.7341402458696678, 0.9050219152679497, -0.49815305805942023, 0.7174397522531981, -0.25069460123734433, 0.8896086584069947, 0.3705953201495294, 1.6036933717222341, -0.32216408532400664, -2.4781835249313855, -1.3198074720690987, 0.2779818547967316, -0.04890311908221606, 0.18699365751431096, 1.5985016451342615, 0.6289739640029008, 0.34351310620974457, -0.150126373011567, -0.6996189868204901, 0.5101273862842512, 0.33134842500989736, -3.0640698008097167, 2.109428525080842, -0.14862311111971147, 0.3078794108953442, -0.5401177628839733, -0.47866106830477634, 0.44920422731642146, 1.6092241014673072, 0.9436887652726585, 1.621892228857109, -0.3438763302899601, -0.5832208326508839, 0.5714162705998156, -1.6834365862437015, 0.4318126741382119, -1.635563523867904, 0.501450645717783, -0.672173071501453, 1.1379576570619907, -0.8062129135937296, -1.1967392346679024, -0.4223338060166722, -1.5059793285360779, 0.6015629678313731, 0.3719309119013785, -1.3032365551440637, 0.12783820228293255, 1.515652042107564, 0.5895248115416966, -1.27396088574754, -1.072604303004061, 0.2146428043209491, 0.12257121048480236, -3.5006899867774917, 0.35825242197275575, 2.256586480825206, -0.45831851632817905, -0.5782341262354191, 0.8071896876254664, 2.8045392620499174, -2.5149194938479917, 0.3278312433080393, -1.1206926498149683, -0.6193850810119745, -1.1878489303010473, -0.11319253423865352, -1.1539875639452912, 0.3155423026819377, 0.5497812039229901, -1.543580768336076, -1.2826377762554018, 0.5696517590414111, 0.8399938859219815, 0.27660726727257284, 0.34768113157000946, 1.574410315924745, -0.03001710306395547, 1.2075175384731625, -0.27723271711638253, -0.9967640004657456, 2.1926934618615013, 1.2608447588908327, 0.5891864833932627, -2.0625563099283153, 1.6187363337709062, -0.14470296057493257, 2.0158961083590774, -0.00011202286292815586, 0.9326153332952919, 0.22882115651077542]"
Ses01F_impro04_M026,0.25,0.0,0.0,neutral,": To save the environment, carpool.","[0.7430330302533038, 1.2414995879396138, 0.876751837231596, -0.625567918567456, -1.3138913763389701, -0.011243860336595864, -0.40623428716435367, 1.2272876817949065, 0.24685354916474603, 0.446716766514173]","[-0.6394081093425988, -1.5844634376341185, -0.07001875355309434, 0.6863346350640646, -0.7182369151147803, -0.10439988785977526, -0.6087565062321239, 0.46209054676366984, 1.0255165337311396, 0.9169709167577473, -2.40828376805056, 0.3560539060268501, -0.698651101956625, -0.15560876341335786, 0.330083025499962, -2.0089292742522322, 0.21646722600821647, -0.017422971680691228, -0.5550607772398923, -0.08174902306661504, 0.5564261955193895, 0.5452504808962315, 1.1493318390063834, 1.4222931412686717, -0.8858298298509224, 1.0597558674598897, -0.4635018012429318, 1.4034583430894148, 1.0061971404856178, -2.243525417132015, 1.9535726807989382, 0.9370236928546584, 0.39605624579684573, -0.8952531770132822, 0.4518503361861156, 1.3541017511254843, 0.5032396242748589, 1.8369094504869417, 2.355120414525456, -1.4479129759897955, 0.4624459742277756, -0.5928708479828209, 0.23695002619723202, -0.5754066708146557, -0.9094958419261542, -0.15974489958656343, -0.8490134465518198, -0.24644129499711087, 0.7938926883138521, -0.8544516581361662, -0.6147339671182929, -1.2745499484078782, 0.00724576868255597, -0.35366574697334224, -0.42968264224149016, 0.3017836412123489, 0.1206436148773018, -1.5149056321264667, -0.7711427625584876, 0.7543651120683477, -1.7260352050112664, -0.45531543049322437, 0.2859604482444391, -0.3299005606977346, 1.1330345759272278, -1.0123489247632131, 0.13221658355048221, 2.306589952208553, -0.9410287392042262, -1.1241051953615135, 1.5612089650152925, -1.5994002419584392, 0.16300519486224585, -0.5872517647258723, -1.3174993057776037, 0.38278524078984744, -1.1551200513511164, -1.3447070907907022, 0.5720307087132566, -1.2997283075818635, 1.7622930056427502, -2.1355417181832994, -0.8419117951020088, -0.7566441202408061, 0.5004207250443952, -0.79842587427256, 1.779339394722272, 2.835041460927372, 0.14445694905502526, 0.7866489681207968, 1.1442477707729692, -1.1196846516636043, -0.7859249477641561, 1.163354116538195, -1.7051392655823063, 1.049372379811492, 0.29672844833398965, 0.7157464400143991, -0.702342947486854, -0.606107492051184]"
Ses02M_impro06_M006,-0.75,-0.5,0.25,sad,": God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go","[0.5955634609535067, -0.722503320928165, 0.6358137657500863, 0.8901861393942735, -0.6709222259569237, -1.5451312531962458, 0.03521762654936979, 0.9129610475403369, -0.8955319155500886, 0.7797998611098201]","[-0.7787118625861472, 0.1669359012719895, 0.9172621124968913, 1.0943084045435425, 0.4375119581417208, 0.18405753888796808, -1.3668107603135284, -1.1435599850889684, -1.2090321547442004, -0.9154498403497471, 0.8417420882627924, -0.6713685088037661, -2.0521875657290156, 1.1234053984089822, -0.27654382667157507, -0.8671171980175766, 1.494323265156336, -0.026766780267235262, 0.18956835201483466, 1.572655342882732, 1.841170187587394, -0.8313183093169515, 1.0443897148551111, 1.6902158768504165, -1.4528871480170007, -0.9161793311685893, -0.5478948227591061, -0.356556340295902, 0.20898571151238376, 0.6181567794763284, 0.5816556155608219, 0.4932154710956028, -0.5366653274520808, -0.4354080728589295, 0.649899093303798, 1.3329707531132269, -1.609001633154664, 0.08769070528501513, -0.31118940809531914, -0.9038542385862416, 2.032171830842352, 0.1651596108522707, 0.3399796626453325, -1.8847365309955824, 1.7775523958563781, -1.4597566188916657, -1.7583154492993516, 0.5039139613551912, 0.285135202569184, -1.163642468775702, 0.6112100106610473, -0.5993053133344073, 2.0251971682386807, -0.01645045407002703, -0.2169736075350221, -0.4807760003704251, -1.079516730823612, -1.2416732183804309, 1.350817332945596, 1.265629151773471, 1.194426919848979, -0.6354419121042404, -0.6392082374982978, 0.3749768449379482, -1.7618092055559995, 0.6970086186842779, 0.8319799074625553, 0.8198870322237815, 0.17209908522058348, -0.3080078943209522, 0.2129227766899108, 0.729933077444854, -0.29386366386955715, -0.521298565556713, 0.6780965420418839, -1.0821501348799087, 1.2941186751211058, 0.00866384148013598, 0.2785367238285916, -0.4851998445205375, 1.1131107527116688, -0.7546115487206906, -0.8088978259922345, -0.5321588510491343, -1.6346180116549458, -0.6703738605251908, 0.5777011792188198, -1.1941555277180382, -0.12441628832717701, -0.9243819456082739, -0.31382703532392175, -0.21972458177699414, -1.1150562091796898, -1.0782030717848674, 1.2224970114323634, 0.510249059173076, 2.3744091260882985, -1.844245625826466, 0.33948121401153275, -0.11286320196426558]"
Ses05F_impro06_M014,-0.5,-0.25,0.25,sad,: Of course not.  You have no idea what it's like to lose a kid.,"[-0.9133248741346456, 1.1207838060449338, 2.171989568380748, 0.6134078937708974, -0.27144171071590184, 0.7750463677568115, 0.5678132861617354, -0.5362396151885572, -0.12168315725754159, 0.538779010699652]","[-1.4530793415709786, -0.4241116214242264, 0.4481789642179675, 0.01754727684641344, 0.6868401112974248, 0.8624341492674875, -0.63412846904089, -2.2794020674877955, -1.410510753763638, -1.7363850670902614, -0.3382507961215945, 0.27603252573495873, -0.05726475770587564, -1.8594799901244459, -0.7127685021661677, 0.7461749087801809, 0.44823328213230573, -0.8630485459689566, -1.863237390655661, 1.1243041468300818, -0.3325077926069338, -1.912903473174116, 0.4203004372529228, -1.0112956591369389, 0.2709141391710694, -1.787709856603237, -0.45208285338036325, 1.5221748152372196, -1.2417985012090356, -0.2484791936801128, -0.8272986902137998, 0.09609478187594332, 0.4526330634845944, 0.6408609298395844, -0.9694510038977396, 0.317442064196211, -0.040431457977497386, -0.6251648045764496, -1.975903810229228, 1.0761643417471132, 0.24586657387885744, -1.1299856700676083, 0.8692380676311732, -0.10498959105702073, -0.8495129589278457, -1.7400389742652105, 1.161680616556721, 0.8791005134219471, -1.3400456005147807, 0.4312993952516751, 1.8731400756986918, -0.8623721457591565, -0.9643039705713345, -1.5377143854424773, -0.6952332123513933, 0.4489574910089298, -1.289335320352239, 0.37305570441391217, -0.8959320740635563, 0.15333885071451972, 0.08037169187951441, 3.462415349153623, -1.5079383337377432, 1.3780175516142041, -0.9506747417518808, 0.14921300657683254, -0.2484006458950421, -1.246817749733905, -0.7573172950571206, 1.2359819030287662, 1.75375661853364, 0.8264832838892704, -0.46603295037771325, -2.9966812973915826, 0.654688586102912, 0.21667702423744348, -1.8071635381562356, -0.47095946324430005, 1.0460626614960828, 0.15239074741721664, 0.7919330751003786, -1.474018187874296, 0.06947269194397124, 2.16501267956657, 0.8696323049341925, -0.45570700650243756, -0.4936446430989024, 1.4706635059548567, -0.7985981938219044, 0.9508234589078097, 0.13368056218780355, -0.8317770913403093, -0.9556160370379697, 0.19972608733793507, -0.24343798423686724, 0.5093232218482421, -1.2448631444261358, -0.7446015339755505, -0.28207069523598965, 0.6949630336230842]"
